Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10
Construction Worker,97743,7,Bachelor's,0.67,1.14,0.93,High,0.63,0.41,0.19,0.66,0.12,0.83,0.25,0.52,0.6,0.36
Data Scientist,136974,26,Master's,0.25,0.53,0.68,Medium,0.32,0.71,0.51,0.67,0.11,0.52,0.39,0.45,0.97,0.14
Graphic Designer,31987,7,High School,0.33,0.79,0.41,Medium,0.35,0.36,0.27,0.67,0.05,0.33,0.28,0.75,0.15,0.94
Marketing Manager,102587,17,Bachelor's,0.37,0.7,0.41,Medium,0.76,0.48,0.16,0.05,0.23,0.95,0.85,0.44,0.48,0.9
Doctor,56932,11,Bachelor's,0.38,0.63,0.25,Low,0.94,0.39,0.73,0.41,0.5,0.84,0.08,0.53,0.21,0.34
Teacher,114371,3,PhD,0.03,1.09,0.12,Low,0.67,0.14,0.74,0.65,0.97,0.91,0.28,0.03,0.66,0.6
Nurse,133027,2,Master's,0.12,1.08,0.28,Low,0.91,0.15,0.38,0.04,0.47,0.75,0.79,0.5,0.1,0.38
Research Scientist,45353,0,PhD,0.66,1.29,0.22,Low,0.79,0.58,0.86,0.55,0.23,0.54,0.71,0.65,0.24,0.04
Construction Worker,67970,19,PhD,0.98,0.68,0.82,High,0.64,0.88,0.76,0.91,0.6,0.87,0.26,0.43,0.84,0.33
Data Scientist,57154,15,PhD,0.36,0.86,0.42,Medium,0.55,0.13,0.04,0.9,0.93,0.08,0.55,0.54,0.37,0.57
Marketing Manager,115793,25,Bachelor's,0.49,1.26,0.51,Medium,0.32,0.58,0.64,0.66,0.62,0.66,0.31,0.45,0.67,0.75
Truck Driver,43174,1,PhD,0.22,0.99,0.81,High,0.92,0.36,0.94,0.46,0.96,0.74,0.83,0.1,0.59,0.14
Financial Analyst,88323,19,High School,0.62,1.23,0.32,Medium,0.53,0.57,0.08,0.5,0.71,0.05,0.76,0.58,0.83,0.22
Data Scientist,123335,22,PhD,0.26,0.86,0.5,Medium,0.79,0.17,0.11,0.15,0.22,0.06,0.93,0.32,0.18,0.64
Doctor,67877,22,PhD,0.36,1.01,0.17,Low,0.6,0.96,0.89,0.11,0.27,0.83,0.82,0.28,0.73,0.67
Nurse,86779,14,PhD,0.2,1.39,0.22,Low,0.17,0.7,0.74,0.89,0.22,0.99,0.15,0.6,0.66,0.42
Construction Worker,34650,3,PhD,0.03,0.54,0.81,High,0.66,0.39,1.0,0.2,0.01,0.19,0.89,0.15,0.48,0.42
Lawyer,93884,3,PhD,0.05,1.16,0.44,Medium,0.93,0.85,0.4,0.99,0.05,0.79,0.43,0.43,0.17,0.51
Lawyer,37317,0,High School,0.62,0.74,0.59,Medium,0.61,0.75,0.75,0.2,0.0,0.37,0.92,0.58,0.73,0.88
Chef,123947,12,Master's,0.67,1.12,0.67,Medium,0.52,0.47,0.21,0.76,0.14,0.49,0.42,0.66,0.92,0.95
Teacher,88524,9,High School,0.26,1.31,0.18,Low,0.45,0.71,0.6,0.97,0.58,0.47,0.54,0.81,0.61,0.65
Nurse,44316,28,Master's,0.62,0.88,0.22,Low,0.66,0.01,0.47,0.74,0.5,0.78,0.45,0.98,0.29,0.09
Retail Worker,112142,7,PhD,0.54,0.85,0.76,High,0.67,0.38,0.63,0.78,0.76,0.38,0.57,0.45,0.87,0.88
Customer Support,124939,22,High School,0.09,0.67,0.79,High,0.56,0.66,0.33,0.67,0.94,0.65,0.16,0.58,0.54,0.87
Customer Support,125756,16,High School,0.85,0.77,0.91,High,0.43,0.6,0.79,0.04,0.82,0.14,0.36,0.47,0.9,0.02
Retail Worker,53255,21,Bachelor's,0.32,0.79,0.82,High,0.19,0.47,0.77,0.85,0.39,0.62,0.0,0.55,0.98,0.31
Retail Worker,111808,4,High School,0.62,1.08,0.75,High,0.8,0.04,0.81,0.03,0.66,0.08,0.25,0.72,0.28,0.51
Financial Analyst,142102,14,PhD,0.05,1.31,0.33,Medium,0.13,0.12,0.99,0.18,0.9,0.99,0.38,0.63,0.78,0.39
Nurse,72690,5,High School,0.43,1.27,0.25,Low,0.23,0.17,0.92,0.04,0.73,0.05,0.84,0.91,0.3,0.07
Customer Support,39304,25,High School,0.3,0.92,0.87,High,0.21,0.36,0.78,0.64,0.33,0.66,0.77,0.59,0.24,0.0
HR Specialist,129581,3,PhD,0.82,1.2,0.33,Medium,0.59,0.82,0.39,0.2,0.59,0.83,0.05,0.6,0.64,0.6
Software Engineer,69819,4,Master's,0.63,0.63,0.39,Medium,0.62,0.02,0.63,0.67,0.24,0.6,0.53,0.26,0.46,0.91
Truck Driver,141925,23,Bachelor's,0.41,1.38,0.81,High,0.87,0.13,0.64,0.68,0.66,0.45,0.68,0.24,0.6,0.55
Research Scientist,75805,19,Bachelor's,0.78,0.58,0.09,Low,0.47,0.89,0.58,0.84,0.52,0.79,0.33,0.82,0.4,0.56
Construction Worker,67326,15,High School,0.92,1.2,0.91,High,0.21,0.07,0.34,0.52,0.8,0.4,0.27,0.37,0.7,0.34
HR Specialist,69224,18,Bachelor's,0.17,1.25,0.54,Medium,0.23,0.75,0.45,0.68,0.66,0.11,0.84,0.68,0.78,0.45
Data Scientist,132567,4,Bachelor's,0.0,1.2,0.52,Medium,0.21,0.23,0.81,0.5,0.7,0.45,0.24,0.97,0.57,0.13
Teacher,129417,23,Master's,0.33,0.71,0.28,Low,0.88,0.2,0.35,0.76,0.21,0.59,0.7,0.65,0.71,0.71
Mechanic,129652,28,High School,0.35,1.38,0.31,Medium,0.29,0.05,0.65,0.1,0.85,0.65,0.03,0.71,0.86,0.66
Software Engineer,58498,10,Bachelor's,0.86,1.23,0.45,Medium,0.33,0.48,0.87,0.25,0.1,0.86,0.03,0.91,0.31,0.51
Truck Driver,37816,17,Master's,0.9,1.25,0.93,High,0.68,0.18,0.31,0.49,0.61,0.93,0.38,0.7,0.96,0.15
Lawyer,65074,22,Bachelor's,0.42,1.23,0.42,Medium,0.33,0.03,0.97,0.81,0.09,1.0,0.61,0.85,0.07,0.39
Mechanic,46775,29,PhD,0.11,0.99,0.48,Medium,0.22,0.3,0.97,0.29,0.21,0.54,0.67,0.73,0.75,0.04
Software Engineer,127095,14,High School,0.77,1.4,0.54,Medium,0.05,0.4,0.07,0.75,0.06,0.19,0.42,0.46,0.41,0.46
AI Engineer,85124,18,Master's,0.37,1.05,0.13,Low,0.35,0.61,0.49,0.72,0.56,0.8,0.44,0.49,0.67,0.22
Nurse,48224,22,Bachelor's,0.62,0.53,0.16,Low,0.6,0.97,0.88,0.28,0.51,0.06,0.24,0.77,0.12,0.26
Chef,80421,9,High School,0.82,1.28,0.65,Medium,0.75,0.12,0.52,0.44,0.31,0.83,0.46,0.06,0.27,0.23
Marketing Manager,149028,19,PhD,0.65,1.06,0.5,Medium,0.65,0.75,0.55,0.94,0.98,1.0,0.67,0.93,0.4,0.86
Truck Driver,137919,29,High School,0.9,1.33,0.8,High,0.16,0.33,0.77,0.23,0.48,0.57,0.6,0.94,0.66,0.79
Graphic Designer,129391,13,Master's,0.5,0.6,0.4,Medium,0.35,0.64,0.25,0.23,0.29,0.59,0.49,0.84,0.7,0.67
Marketing Manager,105125,29,Master's,0.06,1.01,0.33,Medium,0.36,0.03,0.18,0.11,0.8,0.35,0.08,0.27,0.68,0.75
UX Researcher,127071,20,Master's,0.66,0.81,0.41,Medium,0.81,0.98,0.77,0.52,0.44,0.54,0.46,0.5,0.2,0.9
AI Engineer,109036,1,Master's,0.68,1.45,0.12,Low,0.08,0.83,1.0,0.58,0.06,0.78,0.07,0.54,0.28,0.92
Security Guard,59000,5,Bachelor's,0.9,0.8,0.8,High,0.95,0.2,0.58,0.39,0.77,0.13,0.44,0.7,0.41,0.06
Truck Driver,45529,22,High School,0.5,0.51,0.85,High,0.92,0.11,0.59,0.73,0.07,0.02,0.46,0.79,0.16,0.84
Security Guard,124845,15,PhD,0.33,1.02,0.94,High,0.22,0.5,0.62,0.14,0.04,0.01,0.32,0.07,0.8,1.0
Security Guard,135312,28,High School,0.43,0.53,0.73,High,0.32,0.39,0.94,0.4,0.5,0.25,0.0,0.9,0.08,0.96
Nurse,95478,22,High School,0.6,1.5,0.08,Low,0.42,0.78,0.03,0.69,0.08,0.24,0.16,0.91,0.18,0.04
Graphic Designer,71702,8,Bachelor's,0.35,0.91,0.35,Medium,0.75,0.6,0.36,0.17,0.59,0.78,0.31,0.03,0.21,0.68
Retail Worker,123068,25,Master's,0.01,0.81,0.72,High,0.32,0.41,0.92,0.08,0.78,0.4,0.81,0.51,0.04,0.95
Construction Worker,33911,13,Bachelor's,0.6,1.38,0.72,High,0.55,0.82,0.99,0.72,0.28,0.7,0.71,0.7,0.85,0.09
Lawyer,121964,14,PhD,0.64,1.45,0.49,Medium,0.96,0.94,0.9,0.91,0.9,0.82,0.69,0.02,0.13,0.13
Data Scientist,78229,16,Master's,0.12,1.42,0.57,Medium,0.31,0.79,0.49,0.14,0.88,0.34,0.7,0.29,0.5,0.82
Construction Worker,66704,18,PhD,0.98,0.57,0.83,High,0.92,0.95,0.23,0.14,0.72,0.04,0.49,0.8,0.56,0.19
Retail Worker,91295,20,Bachelor's,0.92,1.12,0.88,High,0.34,0.19,0.26,0.53,0.28,0.54,0.71,0.73,0.16,0.75
Customer Support,114532,0,Bachelor's,0.01,0.56,0.86,High,0.38,0.15,0.04,0.16,0.96,0.73,0.53,0.94,0.62,0.73
Research Scientist,129211,27,Master's,0.14,0.9,0.06,Low,0.22,0.07,0.39,0.84,0.38,0.83,0.66,0.51,0.24,0.92
Nurse,36826,12,PhD,0.69,1.12,0.16,Low,0.24,0.43,0.87,0.84,0.94,0.31,0.39,0.02,0.94,0.33
Nurse,113899,28,Master's,0.91,1.03,0.19,Low,0.18,0.5,0.92,0.56,0.26,0.03,0.34,0.57,0.04,0.61
Chef,59407,0,Bachelor's,0.78,0.53,0.61,Medium,0.52,0.37,0.97,0.16,0.54,0.32,0.53,0.55,0.09,0.66
Doctor,120389,28,Master's,0.77,0.59,0.12,Low,0.65,0.14,0.68,0.06,0.33,0.85,0.77,0.64,0.87,0.71
Teacher,145796,23,PhD,0.98,1.19,0.2,Low,0.41,0.9,0.3,0.01,0.2,0.11,0.32,0.83,0.65,0.17
Financial Analyst,44433,0,High School,0.5,1.01,0.44,Medium,0.86,0.32,0.09,0.3,0.72,0.66,0.19,0.11,0.66,0.68
Construction Worker,120913,26,High School,0.97,1.17,0.93,High,0.13,0.98,0.03,0.53,0.29,0.81,0.22,0.01,0.41,0.06
UX Researcher,128747,21,Bachelor's,0.64,0.79,0.4,Medium,0.16,0.14,0.53,0.68,0.45,0.12,0.65,0.56,0.38,0.33
Mechanic,102593,22,Master's,0.15,0.84,0.32,Medium,0.44,0.6,0.94,0.63,0.62,0.37,0.13,0.45,0.6,0.72
Teacher,57706,12,Master's,0.26,0.74,0.19,Low,0.57,0.22,0.59,0.35,0.64,0.29,0.59,0.77,0.98,0.91
Security Guard,53665,21,High School,0.43,0.84,0.75,High,0.6,0.95,0.36,0.88,0.15,0.94,0.35,0.38,0.46,0.72
HR Specialist,109133,24,PhD,0.48,1.02,0.31,Medium,0.3,0.35,0.56,0.56,0.71,0.72,0.24,0.77,0.02,0.72
Data Scientist,74329,5,Master's,0.73,1.03,0.47,Medium,0.69,0.04,0.22,0.62,0.85,0.38,0.26,0.52,0.62,0.42
Marketing Manager,37279,9,High School,0.52,0.54,0.39,Medium,0.45,0.7,0.22,0.98,0.32,0.53,0.02,0.88,0.79,0.2
Chef,69323,9,High School,0.32,1.19,0.63,Medium,0.74,0.92,0.86,0.99,0.18,0.3,0.64,0.73,0.53,0.07
Graphic Designer,81454,18,High School,0.96,0.91,0.39,Medium,0.02,0.24,0.7,0.91,0.09,0.55,0.7,0.28,0.57,0.72
Construction Worker,80366,15,Master's,0.45,1.25,0.78,High,0.21,0.19,0.36,0.04,0.28,0.65,0.65,0.07,0.29,0.57
Software Engineer,71476,0,PhD,0.42,1.21,0.3,Low,0.28,0.14,0.13,0.96,0.38,0.53,0.73,0.05,0.24,0.83
Mechanic,122850,11,High School,0.37,0.87,0.6,Medium,0.3,0.12,0.26,0.39,0.05,0.48,0.74,0.51,0.07,0.44
Software Engineer,80608,17,High School,0.06,0.56,0.45,Medium,0.19,0.93,0.58,0.29,0.7,0.37,0.13,0.24,0.64,0.05
AI Engineer,92188,24,Master's,0.25,1.08,0.22,Low,0.31,0.69,0.34,0.63,0.63,0.28,0.64,0.38,0.34,0.29
Marketing Manager,43606,29,High School,0.93,0.89,0.32,Medium,0.71,0.29,0.25,0.32,0.72,0.82,0.59,0.32,0.31,0.12
Teacher,83568,29,PhD,0.64,0.53,0.22,Low,0.45,0.97,0.82,0.17,0.72,0.49,0.19,0.7,0.55,0.03
UX Researcher,81638,21,High School,0.63,0.64,0.44,Medium,0.59,0.14,0.85,0.03,0.1,0.12,0.53,0.62,0.4,0.29
Retail Worker,123309,25,High School,0.07,0.78,0.71,High,0.01,0.35,0.19,0.27,0.82,0.16,0.78,0.68,0.33,0.55
Chef,64873,24,Master's,0.13,1.41,0.53,Medium,0.88,0.82,0.08,0.21,0.15,0.83,0.86,0.53,0.1,0.14
Teacher,78179,18,Master's,0.93,0.7,0.05,Low,0.33,0.03,0.83,0.49,0.64,0.41,0.35,0.22,0.77,0.7
Research Scientist,78139,11,Bachelor's,0.32,0.5,0.07,Low,0.62,0.51,0.43,0.83,0.5,0.38,0.16,0.82,0.58,0.09
Teacher,43445,11,Bachelor's,0.43,1.31,0.28,Low,0.6,0.73,0.06,0.56,0.76,0.5,0.59,0.9,0.2,0.1
Chef,31299,6,PhD,0.82,1.35,0.56,Medium,0.83,0.7,0.09,0.76,0.18,0.24,0.39,0.31,0.32,0.17
Data Scientist,104263,4,High School,0.02,0.97,0.61,Medium,0.86,0.82,0.42,0.73,0.29,0.06,0.68,0.65,0.8,0.62
Teacher,33250,2,Master's,0.88,0.59,0.28,Low,0.93,0.73,0.9,0.77,0.53,0.6,0.63,0.13,0.19,0.52
Research Scientist,135050,21,Master's,0.96,1.01,0.15,Low,0.16,0.42,0.3,0.09,0.97,0.26,0.69,0.09,0.91,0.59
HR Specialist,80029,23,Bachelor's,0.67,1.27,0.69,Medium,0.89,0.79,0.69,0.57,0.12,0.17,0.82,0.8,0.61,0.44
Security Guard,34965,8,Bachelor's,0.33,0.92,0.82,High,0.93,0.11,0.52,0.37,0.99,0.86,0.44,1.0,0.51,0.17
Doctor,148225,11,High School,0.23,1.14,0.28,Low,0.79,0.27,0.3,0.07,0.29,0.09,0.5,0.71,0.75,0.06
UX Researcher,118458,27,Bachelor's,0.29,0.6,0.44,Medium,0.3,0.63,0.88,0.45,0.75,0.15,0.89,0.15,0.19,0.11
Security Guard,105763,6,PhD,0.55,1.49,0.9,High,0.38,0.58,0.62,0.82,0.74,0.57,0.67,0.75,0.13,0.2
Security Guard,99458,16,Bachelor's,0.85,0.91,0.94,High,0.22,0.42,0.38,0.93,0.29,0.47,0.19,0.52,0.86,0.3
Nurse,34516,11,Bachelor's,0.91,0.57,0.24,Low,0.26,0.18,0.6,0.71,0.39,0.04,0.91,0.73,0.27,0.5
Teacher,123606,9,Master's,0.34,1.02,0.18,Low,0.21,0.78,0.3,0.58,0.27,0.43,0.21,0.63,0.43,0.02
Data Scientist,149359,0,PhD,0.47,0.68,0.53,Medium,0.41,0.65,0.95,0.53,0.79,0.75,0.92,0.21,0.83,0.91
Financial Analyst,37509,28,Bachelor's,0.31,1.45,0.55,Medium,0.38,0.79,0.3,0.18,0.54,0.57,0.83,0.46,0.81,0.31
Data Scientist,117178,4,PhD,0.21,0.89,0.64,Medium,0.22,0.81,0.28,0.03,0.11,0.75,0.26,0.65,0.7,0.35
Marketing Manager,49060,0,Bachelor's,0.4,1.45,0.43,Medium,0.18,0.37,0.67,0.7,0.92,0.88,0.29,0.46,0.75,0.92
Teacher,59235,11,High School,0.44,1.4,0.14,Low,0.48,0.9,0.8,0.24,0.32,0.35,0.91,1.0,0.77,0.48
Teacher,79216,21,Bachelor's,0.7,0.89,0.21,Low,0.61,0.48,0.94,0.02,0.71,0.41,0.71,0.68,0.01,0.29
Teacher,49789,20,Master's,0.17,1.23,0.11,Low,0.47,0.25,0.58,0.72,0.33,0.6,0.82,0.09,0.71,0.32
Retail Worker,107171,21,High School,0.02,0.92,0.87,High,0.52,0.6,0.33,0.18,0.81,0.91,0.51,0.31,0.51,0.88
Teacher,30443,21,PhD,0.86,0.83,0.23,Low,0.65,0.57,0.53,0.55,0.85,0.92,0.11,0.57,0.92,0.13
Mechanic,105494,7,Bachelor's,0.09,0.61,0.66,Medium,0.45,0.69,0.14,0.02,0.89,0.57,0.02,0.99,0.49,0.48
UX Researcher,45231,0,High School,0.01,1.07,0.55,Medium,0.3,0.73,0.38,0.72,0.14,0.91,0.88,0.15,0.94,0.56
Truck Driver,116065,9,PhD,0.84,0.58,0.74,High,0.29,0.48,0.35,0.51,0.19,0.68,0.06,0.36,0.18,0.73
Lawyer,102436,19,PhD,0.08,1.29,0.66,Medium,0.97,0.58,0.33,0.32,0.38,0.61,0.49,0.65,0.04,0.11
HR Specialist,62256,25,PhD,1.0,1.25,0.4,Medium,0.95,0.21,0.73,0.12,0.65,0.76,0.86,0.73,0.92,0.52
UX Researcher,61917,10,Master's,0.8,0.78,0.41,Medium,0.83,0.15,0.62,0.96,0.84,0.06,0.32,0.14,0.95,0.99
Lawyer,62948,6,PhD,0.67,1.34,0.39,Medium,0.19,0.01,0.41,0.9,0.9,0.13,0.2,0.41,0.78,0.61
Lawyer,138602,23,Master's,0.59,0.6,0.49,Medium,0.99,0.09,0.52,0.3,0.54,0.57,0.58,0.85,0.39,0.52
Construction Worker,43322,3,PhD,0.79,0.76,0.9,High,0.27,0.01,0.15,0.99,0.32,0.11,0.12,0.31,0.04,0.51
Retail Worker,143044,14,High School,0.52,0.64,0.81,High,0.6,0.06,0.4,0.3,0.24,0.6,0.59,0.63,0.16,0.29
Construction Worker,128875,7,Bachelor's,0.54,0.96,0.78,High,0.79,0.09,0.97,0.12,0.77,0.37,0.87,0.07,0.37,0.34
AI Engineer,130901,27,Master's,0.99,0.69,0.21,Low,0.54,0.15,0.17,0.99,0.45,0.13,0.21,0.27,0.51,0.34
Teacher,138298,2,Master's,0.17,0.83,0.07,Low,0.89,0.2,0.76,0.35,0.47,0.29,0.7,0.84,0.29,0.24
Construction Worker,86987,9,High School,0.2,1.14,0.72,High,0.62,0.51,0.11,0.65,0.45,0.22,0.35,0.49,0.09,0.96
Construction Worker,48445,26,High School,0.1,1.32,0.78,High,0.6,0.28,0.73,0.72,0.55,0.24,0.25,0.38,0.15,0.34
Retail Worker,44407,0,PhD,0.81,0.9,0.89,High,0.1,0.88,0.29,0.4,0.8,0.64,0.31,0.23,0.96,0.09
Construction Worker,36934,3,PhD,0.67,1.11,0.88,High,0.73,0.86,0.92,0.78,0.23,0.46,0.64,0.54,0.16,0.59
Software Engineer,131053,0,Master's,0.42,1.17,0.55,Medium,0.38,0.57,0.21,0.55,0.8,0.76,0.36,0.11,0.8,0.27
Graphic Designer,48082,19,Master's,0.45,1.24,0.62,Medium,0.98,0.19,0.29,0.61,0.81,0.23,0.41,0.41,0.77,0.24
AI Engineer,66738,18,High School,0.51,0.78,0.12,Low,0.02,0.69,0.78,0.03,0.59,0.78,0.38,0.43,0.36,0.32
Teacher,125946,8,High School,0.17,0.94,0.29,Low,0.03,0.16,0.78,0.13,0.27,0.45,0.94,0.18,0.92,0.72
Software Engineer,40037,25,Master's,0.72,0.53,0.34,Medium,0.33,0.07,0.99,0.58,0.49,0.79,0.98,0.96,0.79,0.38
Truck Driver,77287,23,High School,0.1,0.5,0.7,Medium,0.94,0.93,0.67,0.73,0.51,0.24,0.91,0.28,0.74,0.25
Construction Worker,33063,1,Master's,0.65,1.14,0.72,High,0.42,0.52,0.29,0.88,0.84,0.49,0.34,0.8,0.2,0.07
Lawyer,140263,12,High School,0.04,0.99,0.4,Medium,0.69,0.65,0.54,0.35,0.85,0.71,0.27,0.5,0.16,0.33
Marketing Manager,67932,9,Master's,0.22,1.2,0.4,Medium,0.94,0.31,0.35,0.59,0.59,0.58,0.57,0.31,0.43,0.59
UX Researcher,53519,24,Bachelor's,0.25,1.2,0.67,Medium,0.76,0.08,0.47,0.44,0.34,0.49,0.44,0.01,0.24,0.21
Data Scientist,100363,11,Bachelor's,0.17,0.57,0.38,Medium,0.85,0.8,0.44,0.88,0.23,0.58,0.14,0.83,0.13,0.03
Nurse,58911,8,High School,0.9,0.63,0.13,Low,0.32,0.8,0.42,0.61,0.4,0.55,0.06,0.37,0.86,0.69
HR Specialist,105253,19,High School,0.79,0.95,0.57,Medium,0.78,0.27,0.06,0.41,0.14,0.28,0.95,0.85,0.59,0.4
Data Scientist,105650,5,Master's,0.57,1.03,0.61,Medium,0.93,0.33,0.21,0.4,0.44,0.04,0.86,1.0,0.92,0.86
Nurse,99037,25,Bachelor's,0.91,1.19,0.09,Low,0.16,0.05,0.41,0.81,0.49,0.37,0.11,0.05,0.4,0.1
Construction Worker,38715,26,Master's,0.4,1.0,0.75,High,0.68,0.42,0.09,0.64,0.36,0.05,0.95,0.57,0.48,0.86
AI Engineer,44466,9,PhD,0.22,1.31,0.26,Low,0.05,0.71,0.06,0.59,0.67,0.37,0.88,0.8,0.93,0.31
Customer Support,85432,0,Bachelor's,0.81,0.72,0.82,High,0.82,0.22,0.31,0.44,0.27,0.46,0.01,0.21,0.83,0.41
Nurse,127557,13,Master's,0.89,1.32,0.19,Low,0.47,0.65,0.47,0.64,0.31,0.84,0.7,0.33,0.83,0.49
Graphic Designer,104227,10,High School,0.08,1.2,0.65,Medium,0.81,0.66,0.14,0.09,0.35,0.85,0.96,0.24,0.76,0.57
Retail Worker,64585,21,Bachelor's,0.54,1.31,0.77,High,0.9,0.24,0.08,0.16,0.84,0.42,0.8,0.53,0.48,0.81
UX Researcher,140397,18,PhD,0.8,0.6,0.55,Medium,0.7,0.9,0.22,0.6,0.43,0.38,0.11,0.13,0.84,0.75
Truck Driver,102620,8,Master's,0.83,0.58,0.86,High,0.87,0.84,0.37,0.75,0.43,0.84,0.53,0.76,0.08,0.59
Doctor,123332,8,High School,0.61,1.2,0.28,Low,0.79,0.22,0.83,0.12,0.62,0.88,0.1,0.85,0.8,0.5
Chef,120833,16,High School,0.82,0.68,0.59,Medium,0.65,0.06,0.02,0.35,0.69,0.33,0.67,0.67,0.81,0.1
Financial Analyst,77131,13,High School,0.06,0.68,0.43,Medium,0.71,0.97,0.34,0.52,0.26,0.68,0.37,0.48,0.57,0.69
Construction Worker,131298,25,High School,0.55,0.93,0.73,High,0.21,0.88,0.87,0.03,0.69,0.55,0.94,0.91,0.58,0.14
Lawyer,58653,6,PhD,0.73,1.45,0.45,Medium,0.78,0.68,0.08,0.56,0.18,0.68,0.61,0.97,0.94,0.01
Lawyer,83020,0,PhD,0.77,1.19,0.62,Medium,0.27,0.85,0.44,0.26,0.01,0.87,0.54,0.98,0.71,0.08
Lawyer,141257,29,Bachelor's,0.02,1.06,0.44,Medium,0.64,0.54,0.26,0.16,0.4,0.99,0.44,0.75,0.06,0.38
Data Scientist,33303,29,Master's,0.75,1.03,0.51,Medium,0.76,0.31,0.09,0.35,0.16,0.97,0.58,0.45,0.91,0.9
Construction Worker,104519,27,High School,0.87,0.56,0.92,High,0.31,0.57,0.27,0.98,0.07,0.45,0.62,0.62,0.74,0.72
AI Engineer,121751,12,Master's,0.23,0.87,0.15,Low,0.96,0.41,0.22,0.63,0.43,0.25,0.72,0.19,0.63,0.43
HR Specialist,91557,13,Bachelor's,0.95,0.82,0.44,Medium,0.87,0.13,0.11,0.28,0.59,0.38,0.61,0.16,0.26,0.57
Data Scientist,101452,2,High School,0.42,1.07,0.69,Medium,0.08,0.46,0.4,0.82,0.9,0.91,0.38,0.3,0.45,0.34
Financial Analyst,70508,10,Master's,0.91,0.73,0.53,Medium,0.36,0.66,0.56,0.92,0.1,0.22,0.77,0.37,0.17,0.5
Research Scientist,81238,18,Master's,0.04,0.79,0.25,Low,0.52,0.04,0.28,0.64,0.2,0.83,0.68,0.47,0.92,0.39
HR Specialist,146084,22,High School,0.66,1.07,0.43,Medium,0.34,0.4,0.29,0.71,0.65,0.44,0.4,0.37,0.28,0.09
Research Scientist,99619,27,High School,0.32,1.05,0.24,Low,0.4,0.94,0.83,0.98,0.88,0.62,0.6,0.13,0.72,0.6
Retail Worker,49830,29,PhD,0.69,0.94,0.83,High,0.4,0.72,0.88,0.84,0.79,0.01,0.91,0.27,0.89,0.2
Mechanic,70882,6,Master's,0.75,1.14,0.47,Medium,0.68,0.55,0.28,0.65,0.2,0.69,0.0,0.55,0.4,0.3
Security Guard,124204,26,High School,0.65,1.47,0.91,High,0.72,0.48,0.39,0.03,0.36,0.85,0.38,0.46,0.27,0.27
Construction Worker,84255,1,High School,0.61,0.95,0.85,High,0.55,0.8,0.75,0.77,0.5,0.35,0.93,0.05,0.15,0.42
Financial Analyst,51566,14,PhD,0.01,1.22,0.52,Medium,0.48,0.42,0.52,0.16,0.11,0.29,0.71,0.59,0.48,0.57
Graphic Designer,130461,4,High School,0.31,0.6,0.66,Medium,0.6,0.7,0.46,0.76,0.58,0.05,0.89,0.31,0.14,0.09
Chef,80891,18,Bachelor's,0.7,1.2,0.67,Medium,0.35,0.56,0.62,0.98,0.31,0.96,0.15,0.76,0.63,0.82
Construction Worker,127871,5,PhD,0.07,0.68,0.93,High,0.12,0.58,0.32,0.56,0.23,0.44,0.87,0.38,0.35,0.45
Graphic Designer,112418,9,High School,0.59,1.46,0.34,Medium,0.12,0.7,0.67,0.25,0.81,0.13,0.93,0.2,0.08,0.34
Doctor,54002,10,PhD,0.53,1.19,0.17,Low,0.66,0.36,0.03,0.97,0.82,0.07,0.45,0.64,0.19,0.58
Security Guard,108391,9,Bachelor's,0.21,0.64,0.89,High,0.32,0.24,0.74,0.74,0.28,0.87,0.69,0.35,0.43,0.73
Nurse,53474,11,PhD,0.47,1.15,0.18,Low,0.61,0.55,0.2,0.41,0.53,0.78,0.65,0.43,0.97,0.11
Doctor,106286,1,Master's,0.34,0.73,0.21,Low,0.04,0.18,0.29,0.68,0.88,0.8,0.18,0.57,0.03,0.31
Software Engineer,92520,7,PhD,0.46,0.65,0.48,Medium,0.2,0.39,0.49,0.35,0.94,0.56,0.84,0.76,0.66,0.5
Security Guard,60210,29,Master's,0.61,0.86,0.73,High,0.44,0.74,0.96,0.37,0.54,0.85,0.33,0.14,0.28,0.9
Research Scientist,109558,13,Bachelor's,0.82,1.31,0.1,Low,0.45,0.32,0.97,0.88,0.25,0.31,0.53,0.28,0.82,0.82
UX Researcher,54559,20,Master's,0.69,1.05,0.44,Medium,0.84,0.86,0.05,0.4,0.03,0.84,0.18,0.67,0.36,0.82
HR Specialist,85099,9,Bachelor's,0.32,0.82,0.43,Medium,0.79,0.71,0.32,0.49,0.08,0.83,0.27,0.89,0.6,0.57
Software Engineer,68433,29,Master's,0.98,1.45,0.64,Medium,0.85,0.66,0.83,0.21,0.39,0.64,0.87,0.66,0.84,0.47
Doctor,109791,2,PhD,0.98,0.65,0.28,Low,0.52,0.64,0.88,0.41,0.42,0.53,0.02,0.5,0.29,0.93
Graphic Designer,149321,14,PhD,0.46,1.45,0.66,Medium,0.7,0.59,0.28,0.37,0.09,0.79,0.32,0.67,0.36,0.46
Doctor,72048,27,Bachelor's,0.8,0.71,0.15,Low,0.13,0.08,0.6,0.19,0.06,0.9,0.53,0.13,0.05,0.12
